workflow_name,workflow_id,file_path,state,active_last_7_days,not_utilized_last_7_days_including_disabled,runs_7d,last_run_at_utc,success_7d,failure_7d,cancelled_7d,timed_out_7d,action_required_7d,queued_or_in_progress_7d,workflow_dependencies,granted_access_permissions,rate_limit_included,variable_mappings,tokenized_variable_refs,copilot_variable_refs,variable_ref_count,has_variable_mapping,branch_update_conflict_risk,branch_update_conflict_reasons,branch_update_conflict_mitigation_vars,trigger_types,workflow_dispatch_enabled,workflow_call_enabled,schedule_enabled,workflow_run_enabled,timeout_configured,concurrency_configured,runner_labels,artifact_upload_steps,recommended_portfolio_action,copilot_smoke_posture,portfolio_note
Cognitive Perception Layer,220529960,.github/workflows/cognitive-perception.yml,active,True,False,4,2026-05-15T18:35:59Z,3,0,0,0,0,1,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [], ""secrets"": [], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",,,0,False,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Cognitive Brain CI Feedback,239848563,.github/workflows/cognitive_brain_ci_feedback.yml,disabled_manually,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}","permissions: | contents: write       # write .codex/ files (store_memory, session logs) | pull-requests: write  # post @copilot follow-up comments via mcp_poster | issues: write         # post issue comments for escalations | actions: read         # read workflow_run metadata",True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY",CODEX_CACHE_VERSION,3,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","workflow_run,issues",False,False,False,True,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
📈 OTel Coherence Snapshot,248054028,.github/workflows/coherence-snapshot.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_dispatch,schedule",True,False,True,False,True,True,ubuntu-latest,0,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
PR Comment Review Gate,253359966,.github/workflows/comment-review-gate.yml,active,True,False,6,2026-05-15T16:03:08Z,2,2,1,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,5,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,issue_comment,issues",False,False,False,False,True,True,ubuntu-latest,2,keep-enabled-wec-critical,observed-failures,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Consolidated PR Status,245460999,.github/workflows/consolidated-pr-status.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [""consolidated-pr-status.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,False,"{""vars"": [], ""secrets"": [""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""DETAILS"", ""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_GITHUB_TOKEN,,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_call,False,True,False,False,False,False,ubuntu-latest,0,keep-enabled-orchestration,unobserved-7d,Reusable or workflow_run path; idle 7d is not sufficient proof for safe disable.
🤖 Agent Check-In — Q&A Bridge (Discussion #3756),251965381,.github/workflows/copilot-agent-checkin.yml,active,True,False,5,2026-05-15T16:03:08Z,3,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": [""swe-agent/copilot, id: 185834576).""]}",permissions: | contents: read | pull-requests: read | discussions: write,True,"{""vars"": [""COPILOT_AGENT_AUTH_ENABLED""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""BLOCKING_COUNT"", ""DISCUSSION_ID"", ""DRY_RUN"", ""DYNAMIC_Q1"", ""DYNAMIC_Q2"", ""DYNAMIC_Q3"", ""PR_NUMBER"", ""REF"", ""REPLY_COMMENT_NODE_ID"", ""SCAN_TABLE"", ""SESSION_INPUT"", ""SHA""], ""shell_env"": [""CODEX_MASTER_KEY"", ""GITHUB_ENV""], ""repo_var_matches"": [""COPILOT_AGENT_AUTH_ENABLED""], ""copilot_focus_vars"": [""CODEX_MASTER_KEY"", ""COPILOT_AGENT_AUTH_ENABLED""]}","TVAR_COPILOT_AGENT_AUTH_ENABLED,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_BLOCKING_COUNT,TENV_DISCUSSION_ID,TENV_DRY_RUN,TENV_DYNAMIC_Q1,TENV_DYNAMIC_Q2,TENV_DYNAMIC_Q3,TENV_PR_NUMBER,TENV_REF,TENV_REPLY_COMMENT_NODE_ID,TENV_SCAN_TABLE,TENV_SESSION_INPUT,TENV_SHA","CODEX_MASTER_KEY,COPILOT_AGENT_AUTH_ENABLED",17,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,workflow_dispatch,workflow_run,issue_comment",True,False,False,True,True,True,ubuntu-latest,0,keep-enabled-wec-critical,observed-green,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
🔄 Auto-Post @copilot review After Agent Session,249262275,.github/workflows/copilot-agent-session-done.yml,active,True,False,10,2026-05-15T07:27:34Z,0,0,0,0,4,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": [""[x] copilot-agent-session-done.yml`"", ""approve + CodeQL finding compilation."", ""approve any pending Copilot sessions that were queued"", ""cycle loop."", ""feedback thread for the next session.""]}",permissions: | pull-requests: write | issues: write | contents: write | security-events: read    # needed by append-code-quality-to-rescue job,True,"{""vars"": [""COPILOT_AGENT_AUTH_ENABLED""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""APPROVED"", ""AUTO_APPROVE_CHECKED"", ""FAILED"", ""FIX_ARGS"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""LAST_COMMIT_FILES"", ""PENDING_RUNS"", ""PR_BODY"", ""RUN_ID"", ""SESSION_DONE_CHECKED"", ""SUMMARY_LINES""], ""repo_var_matches"": [""COPILOT_AGENT_AUTH_ENABLED""], ""copilot_focus_vars"": [""COPILOT_AGENT_AUTH_ENABLED""]}","TVAR_COPILOT_AGENT_AUTH_ENABLED,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",COPILOT_AGENT_AUTH_ENABLED,16,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","workflow_run,issues",False,False,False,True,True,True,ubuntu-latest,0,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
Agent Vars Bootstrap,240019026,.github/workflows/copilot-agent-vars-bootstrap.yml,active,True,False,5,2026-05-15T16:55:44Z,3,0,0,0,2,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION"", ""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_COVERAGE_THRESHOLD"", ""CODEX_GROUNDED_TIER1_COUNT"", ""CODEX_GROUNDED_TIER2_COUNT"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_LAST_TELEMETRY_DATE"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COPILOT_AGENT_AUTH_ENABLED"", ""COPILOT_AGENT_LAST_SESSION_ID"", ""COPILOT_AGENT_SESSION_EXPIRES"", ""COPILOT_AGENT_STATE"", ""COPILOT_RUNNER_PROFILE"", ""DEPLOY_ENV""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_ENV"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_COVERAGE_THRESHOLD"", ""COPILOT_AGENT_AUTH_ENABLED""], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION"", ""CODEX_CI_FAILURE_RATE"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_COVERAGE_THRESHOLD"", ""CODEX_GROUNDED_TIER1_COUNT"", ""CODEX_GROUNDED_TIER2_COUNT"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_LAST_TELEMETRY_DATE"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COPILOT_AGENT_AUTH_ENABLED"", ""COPILOT_AGENT_LAST_SESSION_ID"", ""COPILOT_AGENT_SESSION_EXPIRES"", ""COPILOT_AGENT_STATE"", ""COPILOT_RUNNER_PROFILE""]}","TVAR_CODEX_CACHE_VERSION,TVAR_CODEX_CI_FAILURE_RATE,TVAR_CODEX_CI_LAST_GREEN_SHA,TVAR_CODEX_COVERAGE_THRESHOLD,TVAR_CODEX_GROUNDED_TIER1_COUNT,TVAR_CODEX_GROUNDED_TIER2_COUNT,TVAR_CODEX_HEALER_SKIP_SKIPCI,TVAR_CODEX_LAST_TELEMETRY_DATE,TVAR_CODEX_MAX_HEALER_RUNS_PER_HOUR,TVAR_CODEX_SWEEP_SKIP_MAIN,TVAR_COPILOT_AGENT_AUTH_ENABLED,TVAR_COPILOT_AGENT_LAST_SESSION_ID,TVAR_COPILOT_AGENT_SESSION_EXPIRES,TVAR_COPILOT_AGENT_STATE,TVAR_COPILOT_RUNNER_PROFILE,TVAR_DEPLOY_ENV,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN","CODEX_CACHE_VERSION,CODEX_CI_FAILURE_RATE,CODEX_CI_LAST_GREEN_SHA,CODEX_COVERAGE_THRESHOLD,CODEX_GROUNDED_TIER1_COUNT,CODEX_GROUNDED_TIER2_COUNT,CODEX_HEALER_SKIP_SKIPCI,CODEX_LAST_TELEMETRY_DATE,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_SWEEP_SKIP_MAIN,COPILOT_AGENT_AUTH_ENABLED,COPILOT_AGENT_LAST_SESSION_ID,COPILOT_AGENT_SESSION_EXPIRES,COPILOT_AGENT_STATE,COPILOT_RUNNER_PROFILE",21,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,approval-gated-or-mixed,Observed runs in the last 7 days.
Copilot Automation Suite,218950112,.github/workflows/copilot-automation.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",n/a (not in top-level workflow dir snapshot),False,n/a (workflow file unavailable in local snapshot),,,0,False,unknown,workflow file unavailable locally for conflict analysis,,,False,False,False,False,False,False,,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
Copilot Evolution & Review (Unified),231465970,.github/workflows/copilot-evolution-suite.yml,active,True,False,10,2026-05-15T16:41:46Z,9,0,1,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | issues: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""EVOLUTION_MODE"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,6,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,schedule,issue_comment,issues",True,False,True,False,True,True,ubuntu-latest,2,keep-enabled-active,observed-green,Observed runs in the last 7 days.
Copilot Issue Triage,239848566,.github/workflows/copilot-issue-triage.yml,active,True,False,1,2026-05-15T03:30:38Z,0,1,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | issues: write | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_MASTER_KEY""], ""env_context"": [""TRIAGE_JSON""], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_MASTER_KEY,TENV_TRIAGE_JSON",,2,True,low,no direct write patterns detected or low branch-drift interaction risk,,issues,False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-failures,Observed runs in the last 7 days.
Copilot Iterative Self-Healing Auto-Poster,251102499,.github/workflows/copilot-iterative-self-healing.yml,disabled_manually,True,True,55,2026-05-15T02:16:56Z,51,0,4,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": [""Auto-Fix Common CI Issues"", ""CI Pattern Pipeline"", ""Deferral Language Gate"", ""Iterative Self-Healing CI"", ""Nightly CodeQL Alert Triage"", ""PR Auto-Fix Check"", ""Pre-Merge Validation"", ""RAG Module Tests"", ""Resilient Dependency Submission"", ""Resilient Validation Suite"", ""Security Scan"", ""Validation Pipeline"", ""auto-detect"", ""build_failure"", ""chain"", ""ci_pattern"", ""coverage_regression"", ""detect"", ""general"", ""lint_failure"", ""mypy Baseline (Type-Check Anti-Regression)"", ""security_alert"", ""test_failure"", ""type_error"", ""🔍 CodeQL Alert Fetcher""]}",permissions: | contents: read,True,"{""vars"": [""COGNITIVE_BRAIN_SESSION_NUMBER""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""RATE_LIMITED""], ""shell_env"": [""ELAPSED"", ""GITHUB_ENV"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""JQ_EXPR"", ""LAST_POST""], ""repo_var_matches"": [""COGNITIVE_BRAIN_SESSION_NUMBER""], ""copilot_focus_vars"": [""COGNITIVE_BRAIN_SESSION_NUMBER""]}","TVAR_COGNITIVE_BRAIN_SESSION_NUMBER,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_RATE_LIMITED",COGNITIVE_BRAIN_SESSION_NUMBER,11,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","workflow_dispatch,schedule,workflow_run,issues",True,False,True,True,True,True,ubuntu-latest,0,already-disabled,disabled,Already non-active in GitHub Actions.
Copilot PR Session Injector,239848567,.github/workflows/copilot-pr-session-injector.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | pull-requests: write | contents: read,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""ANALYSIS_JSON"", ""BRAIN_TOUCHED"", ""CI_TOUCHED""], ""shell_env"": [""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_ANALYSIS_JSON,TENV_BRAIN_TOUCHED,TENV_CI_TOUCHED",,7,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,issues",False,False,False,False,True,True,ubuntu-latest,0,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
🤖 Copilot Review Responder,248616232,.github/workflows/copilot-review-responder.yml,active,True,False,5,2026-05-15T16:03:08Z,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,3,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","issue_comment,issues",False,False,False,False,True,True,ubuntu-latest,0,keep-enabled-active,observed-green,Observed runs in the last 7 days.
🔗 Copilot Session Chain,248737991,.github/workflows/copilot-session-chain.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write | issues: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,5,True,high,write-capable + event-driven workflow; may race with branch/main drift during active sessions,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,0,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
Copilot Agent Environment Setup,227768176,.github/workflows/copilot-setup-steps.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COPILOT_AGENT_STATE"", ""COPILOT_RUNNER_PROFILE""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""NODE_VERSION"", ""PYTHON_VERSION"", ""RUST_VERSION""], ""shell_env"": [""BASE"", ""BEHIND"", ""CONFLICT_FILES"", ""CPUS"", ""ENV_TYPE"", ""FAIL"", ""GITHUB_ENV"", ""GITHUB_OUTPUT"", ""GITHUB_PATH"", ""GITHUB_STEP_SUMMARY"", ""GITHUB_WORKSPACE"", ""INCLUDES"", ""INCLUDES_CLEAN"", ""MEM_GB"", ""MERGEABLE"", ""MERGE_BASE"", ""METRICS_JSON"", ""MIN_CPUS"", ""PR_NUMBER"", ""PYTHONPATH"", ""REPO"", ""REPORT"", ""REPORT_DIR"", ""RUNNER_TIER"", ""SERVER_READY""], ""repo_var_matches"": [""CODEX_CI_LAST_GREEN_SHA""], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION"", ""CODEX_CI_LAST_GREEN_SHA"", ""CODEX_HEALER_SKIP_SKIPCI"", ""CODEX_MAX_HEALER_RUNS_PER_HOUR"", ""CODEX_SWEEP_SKIP_MAIN"", ""COPILOT_AGENT_STATE"", ""COPILOT_RUNNER_PROFILE""]}","TVAR_CODEX_CACHE_VERSION,TVAR_CODEX_CI_LAST_GREEN_SHA,TVAR_CODEX_HEALER_SKIP_SKIPCI,TVAR_CODEX_MAX_HEALER_RUNS_PER_HOUR,TVAR_CODEX_SWEEP_SKIP_MAIN,TVAR_COPILOT_AGENT_STATE,TVAR_COPILOT_RUNNER_PROFILE,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_NODE_VERSION,TENV_PYTHON_VERSION,TENV_RUST_VERSION","CODEX_CACHE_VERSION,CODEX_CI_LAST_GREEN_SHA,CODEX_HEALER_SKIP_SKIPCI,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_SWEEP_SKIP_MAIN,COPILOT_AGENT_STATE,COPILOT_RUNNER_PROFILE",39,True,medium,orchestration-sensitive chain; can conflict via workflow_run ordering when branch becomes behind,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","push,pull_request,workflow_dispatch,issues",True,False,False,False,True,True,${{ vars.COPILOT_RUNNER_PROFILE || 'ubuntu-latest' }} | ubuntu-latest,1,review-manually-high-impact,unobserved-7d,Idle but branch-sensitive or write-capable; verify downstream automation before disable.
💰 Cost Gate,246033258,.github/workflows/cost-gate.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [""EFFECTIVE_MIN"", ""PROPOSAL_MD"", ""WORKFLOW_NAME""], ""shell_env"": [""GHCR_FLAG"", ""GITHUB_OUTPUT""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN,TENV_EFFECTIVE_MIN,TENV_PROPOSAL_MD,TENV_WORKFLOW_NAME",,8,True,low,no direct write patterns detected or low branch-drift interaction risk,,"workflow_call,issues",False,True,False,False,True,True,ubuntu-latest,0,keep-enabled-wec-critical,unobserved-7d,WEC always-required or merge-required; disabling interrupts approval or merge-readiness gates.
Coverage with Timeout Guards,234522553,.github/workflows/coverage-with-timeout.yml,active,True,False,1,2026-05-15T04:04:54Z,1,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read,True,"{""vars"": [""CODEX_CACHE_VERSION""], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""COVERAGE_FILES"", ""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY"", ""SHARD_INDEX"", ""TOTAL_SHARDS""], ""repo_var_matches"": [], ""copilot_focus_vars"": [""CODEX_CACHE_VERSION""]}","TVAR_CODEX_CACHE_VERSION,TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",CODEX_CACHE_VERSION,9,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,3,keep-enabled-active,observed-green,Observed runs in the last 7 days.
🔀 Create Sub-PR: Session Branch → 0D_base_,249908045,.github/workflows/create-sub-pr-to-0D_base_.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_MASTER_KEY""], ""env_context"": [], ""shell_env"": [""GITHUB_OUTPUT"", ""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}",TSEC_CODEX_MASTER_KEY,,3,True,low,no direct write patterns detected or low branch-drift interaction risk,,workflow_dispatch,True,False,False,False,True,True,ubuntu-latest,0,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
D_CAPABLE Agent Promotion Gate,246126213,.github/workflows/d-capable-promotion-gate.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [], ""workflow_run_upstreams"": []}",permissions: | contents: write | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""GITHUB_STEP_SUMMARY""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,4,True,medium,write-capable and event-triggered; potential merge or stale-head conflict during main updates,"CODEX_SWEEP_SKIP_MAIN,CODEX_MAX_HEALER_RUNS_PER_HOUR,CODEX_HEALER_SKIP_SKIPCI","pull_request,workflow_dispatch,schedule,issues",True,False,True,False,True,True,ubuntu-latest,1,keep-enabled-scheduled,unobserved-7d,Scheduled path; 0 recent runs can still be cadence- or window-dependent.
Data Quality & Determinism Suite,231490932,.github/workflows/data-quality-suite.yml,active,False,True,0,,0,0,0,0,0,0,"{""reusable_calls"": [""cost-gate.yml""], ""workflow_run_upstreams"": []}",permissions: | contents: read | pull-requests: write,True,"{""vars"": [], ""secrets"": [""CODEX_BACKUP_KEY"", ""CODEX_MASTER_KEY"", ""GITHUB_TOKEN""], ""env_context"": [], ""shell_env"": [""EXIT1"", ""EXIT2"", ""GITHUB_STEP_SUMMARY"", ""OMP_NUM_THREADS"", ""PYTHONHASHSEED"", ""RANDOM_SEED"", ""SELECTED1"", ""SELECTED2""], ""repo_var_matches"": [], ""copilot_focus_vars"": []}","TSEC_CODEX_BACKUP_KEY,TSEC_CODEX_MASTER_KEY,TSEC_GITHUB_TOKEN",,11,True,low,no direct write patterns detected or low branch-drift interaction risk,,"pull_request,workflow_dispatch,issues",True,False,False,False,True,True,ubuntu-latest,2,archive-review-candidate,unobserved-7d,Low recent activity and low conflict risk; review lifetime usage before disable.
